decision_id	condition	FSF_region	candidate_theme	GO_support	KEGG_support	cross_source_support	GO_redundancy_group_count	strongest_GO_adjusted_p	strongest_KEGG_adjusted_p	evidence_status	historical_relation	within_condition_distinctiveness	supporting_term_examples	conflicting_or_ambiguous_evidence	recommended_action_options	review_priority	trace_key	author_decision	author_notes
AUTHOR_BIO_THEME_0042	GAM	Transitional	Stress response and signaling	6 terms / 2 redundancy groups	0 terms	NO	2	0.014795587993091		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0048585:negative regulation of response to stimulus; GO:GO:0009968:negative regulation of signal transduction; GO:GO:0098928:presynaptic signal transduction; GO:GO:0099526:presynapse to nucleus signaling pathway; GO:GO:1902532:negative regulation of intracellular signal transduction	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Transitional|Stress response and signaling		
AUTHOR_BIO_THEME_0043	GAM	Transitional	Vesicle trafficking and organelle organization	13 terms / 7 redundancy groups	0 terms	NO	7	1.72747174467648e-05		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0006996:organelle organization; GO:GO:0033043:regulation of organelle organization; GO:GO:0008104:intracellular protein localization; GO:GO:0034613:intracellular protein localization; GO:GO:0016192:vesicle-mediated transport	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Transitional|Vesicle trafficking and organelle organization		
AUTHOR_BIO_THEME_0044	GAM	Stable	Broad regulatory and signaling processes	1022 terms / 131 redundancy groups	8 terms	YES	131	9.59415322512988e-71	0.000780581587864727	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0050789:regulation of biological process; GO:GO:0065007:biological regulation; GO:GO:0050794:regulation of cellular process; GO:GO:0060255:regulation of macromolecule metabolic process; GO:GO:0019222:regulation of metabolic process	Obsolete GO term evidence present; Broad candidate definition; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Broad regulatory and signaling processes		
AUTHOR_BIO_THEME_0045	GAM	Stable	Cell adhesion and extracellular organization	36 terms / 8 redundancy groups	0 terms	NO	8	2.13530393926794e-14		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_4_REGIONS	GO:GO:0030054:cell junction; GO:GO:0005911:cell-cell junction; GO:GO:0030155:regulation of cell adhesion; GO:GO:0034330:cell junction organization; GO:GO:0034329:cell junction assembly	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0046	GAM	Stable	Cell cycle and division	158 terms / 6 redundancy groups	8 terms	YES	6	2.53811191562593e-42	1.30232243724555e-06	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0007049:cell cycle; GO:GO:0022402:cell cycle process; GO:GO:0051726:regulation of cell cycle; GO:GO:0000278:mitotic cell cycle; GO:GO:1903047:mitotic cell cycle process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Cell cycle and division		
AUTHOR_BIO_THEME_0047	GAM	Stable	Chromosome and nuclear organization	168 terms / 61 redundancy groups	0 terms	NO	61	1.17120831514871e-46		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0051276:chromosome organization; GO:GO:0005694:chromosome; GO:GO:0044427:obsolete chromosomal part; GO:GO:0006325:chromatin organization; GO:GO:0003682:chromatin binding	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|Chromosome and nuclear organization		
AUTHOR_BIO_THEME_0048	GAM	Stable	Cytoskeleton and cell motility	117 terms / 12 redundancy groups	0 terms	NO	12	7.39294922331128e-27		REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0007010:cytoskeleton organization; GO:GO:0005856:cytoskeleton; GO:GO:0007017:microtubule-based process; GO:GO:0000226:microtubule cytoskeleton organization; GO:GO:0048870:cell motility	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0049	GAM	Stable	Development and morphogenesis	457 terms / 21 redundancy groups	0 terms	NO	21	3.03502047141903e-57		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_4_REGIONS	GO:GO:0005622:intracellular anatomical structure; GO:GO:0032502:developmental process; GO:GO:0048869:cellular developmental process; GO:GO:0030154:cell differentiation; GO:GO:0048856:anatomical structure development	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|Development and morphogenesis		
AUTHOR_BIO_THEME_0050	GAM	Stable	DNA repair and genome maintenance	48 terms / 7 redundancy groups	0 terms	NO	7	8.88452831658851e-22		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0006974:DNA damage response; GO:GO:0006281:DNA repair; GO:GO:0000018:regulation of DNA recombination; GO:GO:0045910:negative regulation of DNA recombination; GO:GO:0006310:DNA recombination	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|DNA repair and genome maintenance		
AUTHOR_BIO_THEME_0051	GAM	Stable	Endocrine and physiological regulation	50 terms / 8 redundancy groups	8 terms	YES	8	6.14636023961093e-08	0.00283140726530836	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	REGION_UNIQUE_CANDIDATE	GO:GO:0071383:cellular response to steroid hormone stimulus; GO:GO:0030518:nuclear receptor-mediated steroid hormone signaling pathway; GO:GO:0043401:steroid hormone receptor signaling pathway; GO:GO:0032870:cellular response to hormone stimulus; GO:GO:0009725:response to hormone	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Endocrine and physiological regulation		
AUTHOR_BIO_THEME_0052	GAM	Stable	Energy and core metabolism	23 terms / 10 redundancy groups	2 terms	YES	10	2.61027957070886e-10	4.47557000844571e-12	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:ko00190:Oxidative phosphorylation; KEGG:map00190:Oxidative phosphorylation; GO:GO:0060541:respiratory system development; GO:GO:0098803:respiratory chain complex; GO:GO:0006119:oxidative phosphorylation	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Energy and core metabolism		
AUTHOR_BIO_THEME_0053	GAM	Stable	Immune and defense processes	50 terms / 2 redundancy groups	2 terms	YES	2	9.77587187373993e-13	0.0213305645494286	STRONG_MULTI_SOURCE_SUPPORT	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0002376:immune system process; GO:GO:0002682:regulation of immune system process; GO:GO:0002520:immune system development; GO:GO:0050776:regulation of immune response; GO:GO:0031347:regulation of defense response	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Immune and defense processes		
AUTHOR_BIO_THEME_0054	GAM	Stable	Membrane transport and ion homeostasis	165 terms / 31 redundancy groups	4 terms	YES	31	2.23254650300452e-11	0.00300307163552127	REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_4_REGIONS	GO:GO:0051049:regulation of transport; GO:GO:0006810:transport; GO:GO:0046907:intracellular transport; GO:GO:0090087:regulation of peptide transport; GO:GO:0051223:regulation of protein transport	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0055	GAM	Stable	Metabolism and redox processes	215 terms / 70 redundancy groups	0 terms	NO	70	5.65377870309976e-58		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0060255:regulation of macromolecule metabolic process; GO:GO:0019222:regulation of metabolic process; GO:GO:0080090:regulation of primary metabolic process; GO:GO:0031323:obsolete regulation of cellular metabolic process; GO:GO:0051171:obsolete regulation of nitrogen compound metabolic process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|Metabolism and redox processes		
AUTHOR_BIO_THEME_0056	GAM	Stable	Neural, projection and behavior processes	166 terms / 19 redundancy groups	0 terms	NO	19	2.14440884672453e-34		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0048699:generation of neurons; GO:GO:0030182:neuron differentiation; GO:GO:0048666:neuron development; GO:GO:0031175:neuron projection development; GO:GO:0120039:plasma membrane bounded cell projection morphogenesis	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|Neural, projection and behavior processes		
AUTHOR_BIO_THEME_0057	GAM	Stable	Protein turnover and proteostasis	62 terms / 19 redundancy groups	0 terms	NO	19	1.22536690987072e-07		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_4_REGIONS	GO:GO:0042176:regulation of protein catabolic process; GO:GO:1903362:regulation of protein catabolic process; GO:GO:0016567:protein ubiquitination; GO:GO:0061136:regulation of proteasomal protein catabolic process; GO:GO:1903050:obsolete regulation of proteolysis involved in protein catabolic process	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0058	GAM	Stable	RNA processing and expression	167 terms / 39 redundancy groups	0 terms	NO	39	8.62284089594918e-45		REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0010468:regulation of gene expression; GO:GO:0006355:regulation of DNA-templated transcription; GO:GO:0051252:regulation of RNA metabolic process; GO:GO:1903506:obsolete regulation of nucleic acid-templated transcription; GO:GO:0010629:negative regulation of gene expression	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Stable|RNA processing and expression		
AUTHOR_BIO_THEME_0059	GAM	Stable	Stress response and signaling	137 terms / 19 redundancy groups	8 terms	YES	19	6.95826580005385e-40	0.000780581587864727	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0051716:cellular response to stimulus; GO:GO:0050896:response to stimulus; GO:GO:0048583:regulation of response to stimulus; GO:GO:0033554:cellular response to stress; GO:GO:0009966:regulation of signal transduction	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Stress response and signaling		
AUTHOR_BIO_THEME_0060	GAM	Stable	Translation, ribosome and protein targeting	44 terms / 10 redundancy groups	2 terms	YES	10	5.89072546912439e-43	4.84253588481419e-41	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	GO:GO:0022626:cytosolic ribosome; KEGG:ko03010:Ribosome; KEGG:map03010:Ribosome; GO:GO:0003735:structural constituent of ribosome; GO:GO:0002181:cytoplasmic translation	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Stable|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0061	GAM	Stable	Vesicle trafficking and organelle organization	90 terms / 8 redundancy groups	0 terms	NO	8	7.44423750644913e-54		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0006996:organelle organization; GO:GO:0033043:regulation of organelle organization; GO:GO:0072599:establishment of protein localization to endoplasmic reticulum; GO:GO:0070972:protein localization to endoplasmic reticulum; GO:GO:0008104:intracellular protein localization	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Stable|Vesicle trafficking and organelle organization		
AUTHOR_BIO_THEME_0062	GAM	Highly Stable	Broad regulatory and signaling processes	0 terms / 0 redundancy groups	5 terms	NO	0		0.0111669063891872	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K04448:JUN; KEGG:ko04010:MAPK signaling pathway; KEGG:ko04151:PI3K-Akt signaling pathway; KEGG:map04010:MAPK signaling pathway; KEGG:map04151:PI3K-Akt signaling pathway	Broad candidate definition; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	GAM|Highly Stable|Broad regulatory and signaling processes		
AUTHOR_BIO_THEME_0063	GAM	Highly Stable	Cell adhesion and extracellular organization	2 terms / 2 redundancy groups	2 terms	YES	2	0.0016592510266604	0.0323031684156336	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_4_REGIONS	GO:GO:0005615:obsolete extracellular space; GO:GO:0005576:extracellular region; KEGG:ko04510:Focal adhesion; KEGG:map04510:Focal adhesion	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Highly Stable|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0064	GAM	Highly Stable	Cell cycle and division	0 terms / 0 redundancy groups	1 terms	NO	0		0.0397591838296974	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K12367:DOCK2	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Cell cycle and division		
AUTHOR_BIO_THEME_0065	GAM	Highly Stable	Chromosome and nuclear organization	1 terms / 1 redundancy groups	0 terms	NO	1	0.0469317258180496		GO_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0034502:protein localization to chromosome	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Chromosome and nuclear organization		
AUTHOR_BIO_THEME_0066	GAM	Highly Stable	Cytoskeleton and cell motility	1 terms / 1 redundancy groups	0 terms	NO	1	0.00192999965118719		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0140097:catalytic activity, acting on DNA	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0067	GAM	Highly Stable	Development and morphogenesis	0 terms / 0 redundancy groups	4 terms	NO	0		0.00097328713722014	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_4_REGIONS	KEGG:K04362:FGFR1, CD331; KEGG:K05093:FGFR2, CD332; KEGG:K04402:GADD45; KEGG:K04357:EGF	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Development and morphogenesis		
AUTHOR_BIO_THEME_0068	GAM	Highly Stable	DNA repair and genome maintenance	6 terms / 2 redundancy groups	3 terms	YES	2	0.000913694363943419	0.00937447835399246	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0006281:DNA repair; GO:GO:0006302:double-strand break repair; GO:GO:0006974:DNA damage response; KEGG:K10875:RAD54L, RAD54; KEGG:ko03410:Base excision repair	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Highly Stable|DNA repair and genome maintenance		
AUTHOR_BIO_THEME_0069	GAM	Highly Stable	Energy and core metabolism	0 terms / 0 redundancy groups	6 terms	NO	0		9.06632231657185e-08	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:ko01200:Carbon metabolism; KEGG:map01200:Carbon metabolism; KEGG:ko00010:Glycolysis / Gluconeogenesis; KEGG:map00010:Glycolysis / Gluconeogenesis; KEGG:ko00020:Citrate cycle (TCA cycle)	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Energy and core metabolism		
AUTHOR_BIO_THEME_0070	GAM	Highly Stable	Immune and defense processes	0 terms / 0 redundancy groups	2 terms	NO	0		0.0395702865003955	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K06537:CD151, TSPAN24; KEGG:K12367:DOCK2	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Immune and defense processes		
AUTHOR_BIO_THEME_0071	GAM	Highly Stable	Membrane transport and ion homeostasis	0 terms / 0 redundancy groups	9 terms	NO	0		0.00633881303984388	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_4_REGIONS	KEGG:K15101:SLC25A2_15, ORNT; KEGG:K05850:ATP2B; KEGG:K14613:SLC46A1; KEGG:K20840:SLC46A3; KEGG:K09640:TMPRSS9	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Membrane transport and ion homeostasis		
AUTHOR_BIO_THEME_0072	GAM	Highly Stable	Metabolism and redox processes	4 terms / 3 redundancy groups	14 terms	YES	3	0.00293749201744444	9.06632231657185e-08	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:ko01200:Carbon metabolism; KEGG:map01200:Carbon metabolism; KEGG:ko01120:Microbial metabolism in diverse environments; KEGG:map01120:Microbial metabolism in diverse environments; KEGG:ko01110:Biosynthesis of secondary metabolites	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Highly Stable|Metabolism and redox processes		
AUTHOR_BIO_THEME_0073	GAM	Highly Stable	Protein turnover and proteostasis	0 terms / 0 redundancy groups	4 terms	NO	0		0.00633881303984388	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_4_REGIONS	KEGG:K10593:EDD1, UBR5; KEGG:K10691:UBR4, ZUBR1; KEGG:K11838:USP7, UBP15; KEGG:K06643:MDM2	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Protein turnover and proteostasis		
AUTHOR_BIO_THEME_0074	GAM	Highly Stable	RNA processing and expression	0 terms / 0 redundancy groups	4 terms	NO	0		0.00633881303984388	KEGG_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:K14792:RRP5, PDCD11; KEGG:K04448:JUN; KEGG:ko03015:mRNA surveillance pathway; KEGG:map03015:mRNA surveillance pathway	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|RNA processing and expression		
AUTHOR_BIO_THEME_0075	GAM	Highly Stable	Stress response and signaling	1 terms / 1 redundancy groups	6 terms	YES	1	0.0470349388094218	0.0323031684156336	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SHARED_ACROSS_3_REGIONS	KEGG:ko04010:MAPK signaling pathway; KEGG:ko04151:PI3K-Akt signaling pathway; KEGG:map04010:MAPK signaling pathway; KEGG:map04151:PI3K-Akt signaling pathway; KEGG:ko05418:Fluid shear stress and atherosclerosis	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	GAM|Highly Stable|Stress response and signaling		
AUTHOR_BIO_THEME_0076	GAM	Highly Stable	Translation, ribosome and protein targeting	0 terms / 0 redundancy groups	5 terms	NO	0		0.0397591838296974	KEGG_SUPPORTED	HISTORICAL_CANDIDATE	SHARED_ACROSS_2_REGIONS	KEGG:K03113:EIF1, SUI1; KEGG:K07205:EIF4EBP1; KEGG:K14851:RRP17, NOL12; KEGG:K18644:EIF4EBP2; KEGG:K18645:EIF4EBP3	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Translation, ribosome and protein targeting		
AUTHOR_BIO_THEME_0077	GAM	Highly Stable	Vesicle trafficking and organelle organization	1 terms / 1 redundancy groups	0 terms	NO	1	0.0469317258180496		GO_SUPPORTED	NEW_CURRENT_CANDIDATE	SHARED_ACROSS_3_REGIONS	GO:GO:0034502:protein localization to chromosome	None identified by deterministic audit	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	MEDIUM	GAM|Highly Stable|Vesicle trafficking and organelle organization		
AUTHOR_BIO_THEME_0078	HT	Highly Stable	Broad regulatory and signaling processes	289 terms / 50 redundancy groups	14 terms	YES	50	9.43389302688287e-13	0.00134904085809673	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0019219:regulation of nucleobase-containing compound metabolic process; GO:GO:0051252:regulation of RNA metabolic process; GO:GO:0031323:obsolete regulation of cellular metabolic process; GO:GO:0019222:regulation of metabolic process; GO:GO:0080090:regulation of primary metabolic process	Obsolete GO term evidence present; Broad candidate definition; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Broad regulatory and signaling processes		
AUTHOR_BIO_THEME_0079	HT	Highly Stable	Cell adhesion and extracellular organization	9 terms / 6 redundancy groups	2 terms	YES	6	1.92923076189347e-32	0.0269466386507129	REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0005576:extracellular region; GO:GO:0005615:obsolete extracellular space; GO:GO:0044421:obsolete extracellular region part; GO:GO:0031012:extracellular matrix; GO:GO:0062023:obsolete collagen-containing extracellular matrix	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Cell adhesion and extracellular organization		
AUTHOR_BIO_THEME_0080	HT	Highly Stable	Cell cycle and division	17 terms / 2 redundancy groups	4 terms	YES	2	0.000914215590494727	0.00257852110075213	STRONG_MULTI_SOURCE_SUPPORT	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0007049:cell cycle; GO:GO:0045132:meiotic chromosome segregation; GO:GO:1903047:mitotic cell cycle process; GO:GO:0022402:cell cycle process; GO:GO:0000278:mitotic cell cycle	Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	HIGH	HT|Highly Stable|Cell cycle and division		
AUTHOR_BIO_THEME_0081	HT	Highly Stable	Chromosome and nuclear organization	41 terms / 22 redundancy groups	0 terms	NO	22	2.89679818517656e-07		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:1902275:regulation of chromatin organization; GO:GO:0033044:regulation of chromosome organization; GO:GO:0031056:obsolete regulation of histone modification; GO:GO:0006325:chromatin organization; GO:GO:0003682:chromatin binding	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	HT|Highly Stable|Chromosome and nuclear organization		
AUTHOR_BIO_THEME_0082	HT	Highly Stable	Cytoskeleton and cell motility	16 terms / 8 redundancy groups	0 terms	NO	8	1.0344545412689e-05		REQUIRES_AUTHOR_REVIEW	NEW_CURRENT_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0016798:hydrolase activity, acting on glycosyl bonds; GO:GO:0016651:oxidoreductase activity, acting on NAD(P)H; GO:GO:0016655:oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor; GO:GO:0007010:cytoskeleton organization; GO:GO:0140096:catalytic activity, acting on a protein	Obsolete GO term evidence present	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	HT|Highly Stable|Cytoskeleton and cell motility		
AUTHOR_BIO_THEME_0083	HT	Highly Stable	Development and morphogenesis	111 terms / 10 redundancy groups	0 terms	NO	10	1.51223333898676e-07		REQUIRES_AUTHOR_REVIEW	HISTORICAL_CANDIDATE	SINGLE_POPULATED_REGION	GO:GO:0005622:intracellular anatomical structure; GO:GO:0035295:tube development; GO:GO:0050793:regulation of developmental process; GO:GO:0048731:system development; GO:GO:0030154:cell differentiation	Obsolete GO term evidence present; Historical hypothesis; author review pending	RETAIN;RETAIN_WITH_REVISED_WORDING;MERGE_WITH_OTHER_THEME;DROP;REVIEW_FURTHER	LOW	HT|Highly Stable|Development and morphogenesis		
