feature_id	perturbation_id	effect_estimate
SU_464	P67	1.3693029847816194
SU_465	P67	1.5342992551624284
SU_466	P67	1.3563952583111243
SU_467	P67	1.589434174940894
SU_468	P67	1.5334457921769173
SU_469	P67	1.3046829445083086
SU_470	P67	1.4583118409058342
SU_471	P67	1.2762194646340306
SU_472	P67	1.763899712450448
SU_473	P67	1.5097973068027397
SU_474	P67	1.4912577030779757
SU_475	P67	1.5285996931024666
SU_476	P67	1.3455471887578523
SU_477	P67	1.5834008472026195
SU_478	P67	1.2958923052159386
SU_479	P67	1.2377023498844761
SU_480	P67	1.2785985729923168
SU_481	P67	1.452366000024827
SU_482	P67	1.3777164872878767
SU_483	P67	1.4018168560309756
SU_484	P67	1.3935542871353164
SU_485	P67	1.6397449859873787
SU_486	P67	1.5795857101213302
SU_487	P67	1.626531515004996
SU_488	P67	1.197384737934601
SU_489	P67	1.4614519322894803
SU_490	P67	1.592613604514362
SU_491	P67	1.520942470017569
SU_492	P67	1.5553121741018885
SU_493	P67	1.475307608876732
SU_494	P67	1.353148700617081
SU_495	P67	1.4445486215526757
SU_496	P67	1.271758905942216
SU_497	P67	1.5760109007416283
SU_498	P67	1.4428182724986858
SU_499	P67	1.5045704389128127
SU_500	P67	1.445618029381929
SU_501	P67	1.372606023561423
SU_502	P67	1.404544428443293
SU_503	P67	1.6040847887952672
SU_504	P67	1.568854715974221
SU_505	P67	1.4880951043175052
SU_506	P67	1.5748048904429082
SU_507	P67	1.5984241228393234
SU_508	P67	1.7453208078940086
SU_509	P67	1.5558759422759225
SU_510	P67	1.4650512116867656
SU_511	P67	1.6851384882056575
SU_512	P67	1.4811096181096544
SU_513	P67	1.7241226120098911
SU_514	P67	1.370802329491369
SU_515	P67	1.358209813676745
SU_516	P67	1.4666813666465042
SU_517	P67	1.5782694963756931
SU_518	P67	1.467711811720041
SU_519	P67	1.4671689820641947
SU_520	P67	1.4881825532820798
SU_521	P67	1.5131692643725134
SU_522	P67	1.5739888166903357
SU_523	P67	1.2832695165969148
SU_524	P67	1.7249352599576953
SU_525	P67	1.3703149030363138
SU_526	P67	1.7394194633141398
SU_527	P67	1.5166214390212498
SU_528	P67	1.4476715197089487
SU_529	P67	1.5161906677284052
SU_530	P67	1.5805447923565432
SU_531	P67	1.5818997361224083
SU_532	P67	1.330788520135065
SU_533	P67	1.4048708061941806
SU_534	P67	1.624846858895207
SU_535	P67	1.5372161894738738
SU_536	P67	1.4029474655632344
SU_537	P67	1.406585553665355
SU_538	P67	1.7581007429986997
SU_539	P67	1.246206353523596
SU_540	P67	1.6976090774719017
SU_541	P67	1.615665590897767
SU_542	P67	1.1363356134016174
SU_543	P67	1.3880734611155459
SU_544	P67	1.3915640187792735
SU_545	P67	1.5435992810591848
SU_546	P67	1.5655631115961923
SU_547	P67	1.4488029893014802
SU_548	P67	1.8301075637641953
SU_549	P67	1.407733286902087
SU_550	P67	1.40970906243124
SU_551	P67	1.5840495770501741
SU_552	P67	1.4368690374585569
SU_553	P67	1.4061218007392529
SU_554	P67	1.651752824643673
SU_555	P67	1.3599996264001675
SU_556	P67	1.5776974521140392
SU_557	P67	1.4805949114430303
SU_558	P67	1.6774202217016656
SU_559	P67	1.7594642331211532
SU_560	P67	1.5728415451232038
SU_561	P67	1.4545542142506225
SU_562	P67	1.3633091662214127
SU_563	P67	1.1228611634784924
SU_564	P67	1.1599194970281597
SU_565	P67	1.39473443387664
SU_566	P67	1.5221132561774062
SU_567	P67	1.2590685351349995
SU_568	P67	1.540387367573646
SU_569	P67	1.5019245404693944
SU_570	P67	1.5160301125676188
SU_571	P67	1.4670451568019869
SU_572	P67	1.6995490510081863
SU_573	P67	1.290679885358328
SU_574	P67	1.6205080227939348
SU_575	P67	1.414383060636737
SU_576	P67	1.516514773201638
SU_577	P67	1.5156809841673458
SU_578	P67	1.619038328929448
SU_579	P67	1.5506512334938258
SU_580	P67	1.2995395425910754
SU_581	P67	1.4532193348307831
SU_582	P67	1.4610921854582002
SU_583	P67	1.1885692818721112
SU_584	P67	1.886879623430889
SU_585	P67	1.2720680213984532
SU_586	P67	1.2516420877403216
SU_587	P67	1.5966663719577878
SU_588	P67	1.5467150695692595
SU_589	P67	1.557019183404631
SU_590	P67	1.3789227335129228
SU_591	P67	1.4656937974554778
SU_592	P67	1.510562264937632
SU_593	P67	1.7859919187021376
SU_594	P67	1.619189370801838
SU_595	P67	1.6831695584475534
SU_596	P67	1.4379972092739692
SU_597	P67	1.615884291847684
SU_598	P67	1.3634408040241428
SU_599	P67	1.5006806374829624
SU_600	P67	1.448740609514182
SU_601	P67	1.4985133967651625
SU_602	P67	1.357467162342058
SU_603	P67	1.620178673121761
SU_604	P67	1.5434973524064446
SU_605	P67	1.4411984239401328
SU_606	P67	1.722188389922759
SU_607	P67	1.4100666153605381
SU_608	P67	1.161367208979698
SU_609	P67	1.4836113820476362
SU_610	P67	1.4603062705222898
SU_611	P67	1.5617176010020368
SU_612	P67	1.5887817510071451
SU_613	P67	1.2506881719367189
SU_614	P67	1.5601188068138074
SU_615	P67	1.4766021361772295
SU_616	P67	1.34761752416126
SU_617	P67	1.3121801596949498
SU_618	P67	1.366243795074658
SU_619	P67	1.134977009161374
SU_620	P67	1.3760721263167388
SU_621	P67	1.3924433229317903
SU_622	P67	1.4395649884356823
SU_623	P67	1.7342015211930983
SU_624	P67	1.5735515466363066
SU_625	P67	1.6782010173702429
SU_626	P67	1.4407088044014273
SU_627	P67	1.2909194740404542
SU_628	P67	1.595425289342875
SU_629	P67	1.286720501207131
SU_630	P67	1.5988248028145622
SU_631	P67	1.5557001912943789
SU_632	P67	1.454610805751753
SU_633	P67	1.4295013690808667
SU_634	P67	1.5653625380014964
SU_635	P67	1.5491579799190667
SU_636	P67	1.2680269458665254
SU_637	P67	1.5799340862431042
SU_638	P67	1.5219695141256169
SU_639	P67	1.5319928967101573
SU_640	P67	1.4028946682553562
SU_641	P67	1.7500121078218467
SU_642	P67	1.6417567638512458
SU_643	P67	1.4861260554443656
SU_644	P67	1.428337906941942
SU_645	P67	1.84683342699712
SU_646	P67	1.294497214789512
SU_647	P67	1.2726895804535237
SU_648	P67	1.2284292683446567
SU_649	P67	1.378283925815571
SU_650	P67	1.7716857415614453
SU_651	P67	1.6626855280565755
SU_652	P67	1.4879761338974669
SU_653	P67	1.5478725167585288
SU_654	P67	1.3245613242347511
SU_655	P67	1.3352283264910076
SU_656	P67	1.1885300995642818
SU_657	P67	1.4308059472550947
SU_658	P67	1.313803761762642
SU_659	P67	1.7439926242443398
SU_660	P67	1.3097912694824163
SU_661	P67	1.7139230149132065
SU_662	P67	1.583034335351939
SU_663	P67	1.4354079342953132
SU_664	P67	1.374240419030639
SU_665	P67	1.5431981947158633
SU_666	P67	1.2773613210841195
SU_667	P67	1.6413078253999651
SU_668	P67	1.2763446687467752
SU_669	P67	1.5617465040244098
SU_670	P67	1.5968464690021495
SU_671	P67	1.323142262203709
SU_672	P67	1.504635077708156
SU_673	P67	1.3136877741822865
SU_674	P67	1.6309642574813816
SU_675	P67	1.4209841680314323
SU_676	P67	1.540063809532684
SU_677	P67	1.3009025621739145
SU_678	P67	1.5916769503352213
SU_679	P67	1.5179255554138311
SU_680	P67	1.394251226764865
SU_681	P67	1.4651592821551753
SU_682	P67	1.497712559087538
SU_683	P67	1.6437978147443209
SU_684	P67	1.536246805360319
SU_685	P67	1.7442078719447405
SU_686	P67	1.237489038547683
SU_687	P67	1.6386464905756173
SU_688	P67	1.6162424036657865
SU_689	P67	1.2685054456165334
SU_690	P67	1.2503480145951498
SU_691	P67	1.6618145337356853
SU_692	P67	1.4771858416377082
SU_693	P67	1.5644184607732499
SU_694	P67	1.3849049123109927
SU_695	P67	1.5696568445325128
SU_696	P67	1.5322071864779443
SU_697	P67	1.4695458278306943
SU_698	P67	1.5597685685487248
SU_699	P67	1.625387766690741
SU_700	P67	1.1620554349946814
SU_701	P67	1.2262351307166273
SU_702	P67	1.6533940183232967
SU_703	P67	1.4643875705205522
SU_704	P67	1.4567568753066447
SU_705	P67	1.4686951528508692
SU_706	P67	1.4796555943923821
SU_707	P67	1.2332332911705433
SU_708	P67	1.5665290289366058
SU_709	P67	1.5728801983488705
SU_710	P67	1.5219919047784431
SU_711	P67	1.49167520846827
SU_712	P67	1.4400717162990464
SU_713	P67	1.2954988734880597
SU_714	P67	1.6523643573484421
SU_715	P67	1.6592759759477869
SU_716	P67	1.4439223094522438
SU_717	P67	1.3223255885199974
SU_718	P67	1.4391502445477704
SU_719	P67	1.5518448957241369
SU_720	P67	1.507522604941262
SU_721	P67	1.488567417055609
SU_722	P67	1.48420468771172
SU_723	P67	1.7881637087728937
SU_724	P67	1.4828065373281123
SU_725	P67	1.7340829021688622
SU_726	P67	1.6587804454251323
SU_727	P67	1.3220098384537935
SU_728	P67	1.5642549540834505
SU_729	P67	1.6271313251731496
SU_730	P67	1.4023930756322398
SU_731	P67	1.3396450283874315
SU_732	P67	1.749411391694021
SU_733	P67	1.4506888163094265
SU_734	P67	1.400143672093644
SU_735	P67	1.5132558396303661
SU_736	P67	1.3646731500671576
SU_737	P67	1.7357181954795973
SU_738	P67	1.5695821414448126
SU_739	P67	1.6606342959814118
SU_740	P67	1.3852337781004604
SU_741	P67	1.6341231666630607
SU_742	P67	1.4014827333568658
SU_743	P67	1.4266562636061642
SU_744	P67	1.52663931180816
SU_745	P67	1.7553788498856757
SU_746	P67	1.6905987136657785
SU_747	P67	1.3739448805559198
SU_748	P67	1.3704688924674089
SU_749	P67	1.3118425994787901
SU_750	P67	1.6233486020285632
SU_751	P67	1.6746326985606825
SU_752	P67	1.641314498206114
SU_753	P67	1.6653505586907382
SU_754	P67	1.464154362808038
SU_755	P67	1.4846612916831938
SU_756	P67	1.5451292716923217
SU_757	P67	1.7833377202865943
SU_758	P67	1.6402060529094618
SU_759	P67	1.7848449185849296
SU_760	P67	1.55075430448
SU_761	P67	1.879585564904875
SU_762	P67	1.6547548003676371
SU_763	P67	1.5935329230712598
SU_764	P67	1.257967883642893
SU_765	P67	1.3118608509326701
SU_766	P67	1.7161112757261323
SU_767	P67	1.4519460941158626
SU_768	P67	1.5582272031586646
SU_769	P67	1.3922962777443013
SU_770	P67	1.779514783554656
SU_771	P67	1.3029517719425185
SU_772	P67	1.1183475435693022
SU_773	P67	1.4038745550688139
SU_774	P67	1.566991409597234
SU_775	P67	1.4641663073222757
SU_776	P67	1.816470535205072
SU_777	P67	1.5339621544397406
SU_778	P67	1.4515475050007656
SU_779	P67	1.4232354792969235
SU_780	P67	1.5394743336280015
SU_781	P67	1.8353433488886635
SU_782	P67	1.5077279144060176
SU_783	P67	1.4762540662080952
SU_784	P67	1.380782523226552
SU_785	P67	1.5671964707088086
SU_786	P67	1.5288735570167191
SU_787	P67	1.3345021806048496
SU_788	P67	1.4309670146306774
SU_789	P67	1.2516278913162233
SU_790	P67	1.6272912253966385
SU_791	P67	1.4033942829171966
SU_792	P67	1.6983350945496025
SU_793	P67	1.3828533705866197
SU_794	P67	1.4139063495274218
SU_795	P67	1.450855502448678
SU_796	P67	1.5608670914026102
SU_797	P67	1.3381561241707702
SU_798	P67	1.437125680605982
SU_799	P67	1.6135846847991218
SU_800	P67	1.3192555052206325
SU_801	P67	1.326296803354219
SU_802	P67	1.5331072016983371
SU_803	P67	1.4173013076108478
SU_804	P67	1.346224467352462
SU_805	P67	1.1426829733305301
SU_806	P67	1.3594161660704345
SU_807	P67	1.6143259517485904
SU_808	P67	1.4014635510295623
SU_809	P67	1.7157876245490402
SU_810	P67	1.1833877342966679
SU_811	P67	1.2729042146192078
SU_812	P67	1.5432788256405512
SU_813	P67	1.517127657405474
SU_814	P67	1.8364528782607126
SU_815	P67	1.4164859594473909
SU_816	P67	1.5451696395081516
SU_817	P67	1.5821319184926281
SU_818	P67	1.5479212630871846
SU_819	P67	1.3937907512845749
SU_820	P67	1.4447389381160882
SU_821	P67	1.1907628743395238
SU_822	P67	1.74576832475691
SU_823	P67	1.2906794489957643
SU_824	P67	1.2294527862091145
SU_825	P67	1.4515322681628469
SU_826	P67	1.4979352148677452
SU_827	P67	1.5940604025297564
SU_828	P67	1.5251962219677375
SU_829	P67	1.2715736172303556
SU_830	P67	1.437168405704509
SU_831	P67	1.4535653859315645
SU_832	P67	1.4321969204221032
SU_833	P67	1.414939324867833
SU_834	P67	1.6003565265717932
SU_835	P67	1.8589106606778134
SU_836	P67	1.5117786676127971
SU_837	P67	1.6228250690415815
SU_838	P67	1.4550963383513549
SU_839	P67	1.3854213119227587
SU_840	P67	1.3366869488515563
SU_841	P67	1.443800789675257
SU_842	P67	1.7627444731283042
SU_843	P67	1.8768913239718794
SU_844	P67	1.6077225649077247
SU_845	P67	1.5188595193577086
SU_846	P67	1.2899193805740845
SU_847	P67	1.6350843496234273
SU_848	P67	1.2652833275231528
SU_849	P67	1.6219278609488432
SU_850	P67	1.5310825726376327
SU_851	P67	1.4398848973302718
SU_852	P67	1.4611452501577653
SU_853	P67	1.5074018050051359
SU_854	P67	1.400568445766432
SU_855	P67	1.5642095363359527
SU_856	P67	1.45189230175268
SU_857	P67	1.4355772058273304
SU_858	P67	1.5447450434444912
SU_859	P67	1.646866437666365
SU_860	P67	1.7018037903576655
SU_861	P67	1.3773042080529592
SU_862	P67	1.4179526937984492
SU_863	P67	1.7255257220741864
SU_864	P67	1.3161490653082106
SU_865	P67	1.5200444640393915
SU_866	P67	1.1843039776272135
SU_867	P67	1.1984022903700455
SU_868	P67	1.3504841534072574
SU_869	P67	1.6088256926215383
SU_870	P67	1.7469662833889985
SU_871	P67	1.435661343181308
SU_872	P67	1.7180388180486776
SU_873	P67	1.46849001753507
SU_874	P67	1.6615298634401159
SU_875	P67	1.436870054300308
SU_876	P67	1.609007590468037
SU_877	P67	1.681386966523994
SU_878	P67	1.3797602280946615
SU_879	P67	1.5257268133382569
SU_880	P67	1.2560966150775017
SU_881	P67	1.3567722834604221
SU_882	P67	1.6072893897607248
SU_883	P67	1.8309588110701005
SU_884	P67	1.5126370545368315
SU_885	P67	1.5890289149560581
SU_886	P67	1.5709301460267604
SU_887	P67	1.2551104159059494
SU_888	P67	1.4077386768541225
SU_889	P67	1.4565353433730577
SU_890	P67	1.6026338665888156
SU_891	P67	1.4378040576583055
SU_892	P67	1.5428254945470103
SU_893	P67	1.4383838240923539
SU_894	P67	1.4213449389086559
SU_895	P67	1.6700180525586545
SU_896	P67	1.4663182828109214
SU_897	P67	1.4567471631261775
SU_898	P67	1.2057110369607158
SU_899	P67	1.60125236170054
SU_900	P67	1.7240386983453788
SU_901	P67	1.4600740730654962
SU_902	P67	1.4202179176316934
SU_903	P67	1.0910535088966808
SU_904	P67	1.2084657385360786
SU_905	P67	1.5641316874972722
SU_906	P67	1.3244174065548049
SU_907	P67	1.2943133395444046
SU_908	P67	1.3589999996735167
SU_909	P67	1.5492650124117593
SU_910	P67	1.4839445985993869
SU_911	P67	1.5878910019800114
SU_912	P67	1.292672718083255
SU_913	P67	1.3933495482580274
SU_914	P67	1.7769254086281925
SU_915	P67	1.7892019901421343
SU_916	P67	1.5927412243250672
SU_917	P67	1.3393314682656325
SU_918	P67	1.4061204007342623
SU_919	P67	1.4598347386223258
SU_920	P67	1.6661624220334401
SU_921	P67	1.4856056118803855
SU_922	P67	1.513727834691887
SU_923	P67	1.6269604231941772
SU_924	P67	1.718994768326342
SU_925	P67	1.2821733309115166
SU_926	P67	1.513656048403544
SU_927	P67	1.3686466523693193
SU_928	P67	1.2468382665563824
SU_929	P67	1.572005783759241
SU_930	P67	1.7030868110185882
SU_931	P67	1.4240491152438022
SU_932	P67	1.6848185448103026
SU_933	P67	1.5967602500855402
SU_934	P67	1.2070795236339191
SU_935	P67	1.550524319240326
SU_936	P67	1.540019214123669
SU_937	P67	1.3288559106497573
SU_938	P67	1.7572211403026503
SU_939	P67	1.5173426952990012
SU_940	P67	1.7193993441898836
SU_941	P67	1.8248212420636964
SU_942	P67	1.3090393760621082
SU_943	P67	1.6312991558044445
SU_944	P67	1.4402599152160782
SU_945	P67	1.478314763706346
SU_946	P67	1.4515217776881633
SU_947	P67	1.619851221389581
SU_948	P67	1.4874756427957594
SU_949	P67	1.7488105040024846
SU_950	P67	1.684901698145945
SU_951	P67	1.6265037186568143
SU_952	P67	1.4003384111969843
SU_953	P67	1.6659397661951396
SU_954	P67	1.3941345964476273
SU_955	P67	1.4770954378836758
SU_956	P67	1.4013664070948024
SU_957	P67	1.7411230077235922
SU_958	P67	1.6342829991413859
SU_959	P67	1.6383506630237783
SU_960	P67	1.5083556225573147
SU_961	P67	1.1624551472810392
SU_962	P67	1.6450232255388484
SU_963	P67	1.7514134748650514
SU_964	P67	1.57969884071597
SU_965	P67	1.4069870243100846
SU_966	P67	1.38453670263471
SU_967	P67	1.676503321537454
SU_968	P67	1.4609705956530485
SU_969	P67	1.1910296229713182
SU_970	P67	1.7175801017452372
SU_971	P67	1.6573142170876853
SU_972	P67	1.4488995730734209
SU_973	P67	1.5941371681132686
SU_974	P67	1.53106382591357
SU_975	P67	1.388935279564534
SU_976	P67	1.6167211897049718
SU_977	P67	1.7451800946552651
SU_978	P67	1.2321005715200903
SU_979	P67	1.5444754936954297
SU_980	P67	1.3814165306935058
SU_981	P67	1.546374100156522
SU_982	P67	1.4288568695974695
SU_983	P67	1.7501220078394386
SU_984	P67	1.8738315047123577
SU_985	P67	1.5339603774984485
SU_986	P67	1.6977999069205854
SU_987	P67	1.5102674460113978
SU_988	P67	1.3320807674440722
SU_989	P67	1.591831415895183
SU_990	P67	1.1003810886323044
SU_991	P67	1.5501887660891973
SU_992	P67	1.6781189271281478
SU_993	P67	1.4246387329632708
SU_994	P67	1.8007440312681007
SU_995	P67	1.6143687540973095
SU_996	P67	1.3741248714744545
SU_997	P67	1.4716835892208593
SU_998	P67	1.63031120206427
SU_999	P67	1.6963338664284835
SU_1000	P67	1.169333667999223
SU_1	P68	1.3013244304023592
SU_2	P68	1.4174175986253084
SU_3	P68	1.6649728066453333
SU_4	P68	1.1450009084826116
SU_5	P68	1.487997925526963
SU_6	P68	1.619220234929806
SU_7	P68	1.4195726008857585
SU_8	P68	1.4458402665890955
SU_9	P68	1.504414673087236
SU_10	P68	1.5173870395061522
SU_11	P68	1.4616351233437548
SU_12	P68	1.4447169363926282
SU_13	P68	1.3645843414199261
SU_14	P68	1.7847203453920366
SU_15	P68	1.3982963641620523
SU_16	P68	1.4519476348456455
SU_17	P68	1.4489719907609506
SU_18	P68	1.349214646731239
SU_19	P68	1.4774552783024741
SU_20	P68	1.2711891936728996
SU_21	P68	1.404069278720393
SU_22	P68	1.63704695755265
SU_23	P68	1.5543884330853899
SU_24	P68	1.4789720990378676
SU_25	P68	1.705066075886964
SU_26	P68	1.800168555460545
SU_27	P68	1.445797915931323
SU_28	P68	1.149517617322375
SU_29	P68	1.4477392981545198
SU_30	P68	1.6610897290192665
SU_31	P68	1.6041684822248556
SU_32	P68	1.6130386357067397
SU_33	P68	1.618175829051713
SU_34	P68	1.2722386783185335
SU_35	P68	1.4467241142983516
SU_36	P68	1.4111948990297913
SU_37	P68	1.476121956186708
SU_38	P68	1.7400035155831857
SU_39	P68	1.5238754375769996
SU_40	P68	1.3077700461341373
SU_41	P68	1.6042018895952959
SU_42	P68	1.4928219151471802
SU_43	P68	1.4415296305873273
SU_44	P68	1.33710273564946
SU_45	P68	1.5125470396618692
SU_46	P68	1.6039707826008
SU_47	P68	1.6049616688500754
SU_48	P68	1.2075080806516194
SU_49	P68	1.307423730065097
SU_50	P68	1.6662928141734379
SU_51	P68	1.4782691564601387
SU_52	P68	1.4646735846804015
SU_53	P68	1.6179334478286034
SU_54	P68	1.5262748561774167
SU_55	P68	1.1685436233084152
SU_56	P68	1.6345897993534537
SU_57	P68	1.7202947811713587
SU_58	P68	1.3679743328556482
SU_59	P68	1.4133508852499261
SU_60	P68	1.7069889015151778
SU_61	P68	1.7369381423227486
SU_62	P68	1.6252829189788909
SU_63	P68	1.397739714212687
SU_64	P68	1.7409275226623737
SU_65	P68	1.755267708529804
SU_66	P68	1.6039921883341584
SU_67	P68	1.7251270339463178
SU_68	P68	1.4456175322379512
SU_69	P68	1.6547198301857158
SU_70	P68	1.3459583663935315
SU_71	P68	1.4684531868528357
SU_72	P68	1.4172724769941762
SU_73	P68	1.3492035286472237
SU_74	P68	1.386636530119018
SU_75	P68	1.5160282381821524
SU_76	P68	1.4166214469228033
SU_77	P68	1.3421042612606005
SU_78	P68	1.4247107044081087
SU_79	P68	1.4981516501268737
SU_80	P68	1.4696317072304754
SU_81	P68	1.533578320145717
SU_82	P68	1.4952100514087272
SU_83	P68	1.6462128303923296
SU_84	P68	1.5289134896538272
SU_85	P68	1.5023187563204854
SU_86	P68	1.6190168010924606
SU_87	P68	1.3393987486099506
SU_88	P68	1.592314167164369
SU_89	P68	1.380132028148008
SU_90	P68	1.6252820972705617
SU_91	P68	1.4944018184971422
SU_92	P68	1.4455123519233584
SU_93	P68	1.4119482695709435
SU_94	P68	1.6047623051445163
SU_95	P68	1.6735187653371395
SU_96	P68	1.6471524161948
SU_97	P68	1.2407265899570536
SU_98	P68	1.5612908592196988
SU_99	P68	1.6042070217146316
SU_100	P68	1.2815256403242707
SU_101	P68	1.709109069002264
SU_102	P68	1.4517511413869923
SU_103	P68	1.1387374139989725
SU_104	P68	1.7552714787726602
SU_105	P68	1.6063635755670473
SU_106	P68	1.6477101146241595
SU_107	P68	1.689719126613216
SU_108	P68	1.5960606591299813
SU_109	P68	1.509736509808898
SU_110	P68	1.6689067504884185
SU_111	P68	1.641244791557385
SU_112	P68	1.4434313652241286
SU_113	P68	1.3417186009615416
SU_114	P68	1.5617556173656892
SU_115	P68	1.183660471418376
SU_116	P68	1.254100852734004
SU_117	P68	1.5292993464064792
SU_118	P68	1.5520575002190324
SU_119	P68	1.5416574664373366
SU_120	P68	1.4341227852979788
SU_121	P68	1.664663994765429
SU_122	P68	1.3458025943890197
SU_123	P68	1.4058111610212793
SU_124	P68	1.5237954766495778
SU_125	P68	1.2726722025762716
SU_126	P68	1.4346778667088422
SU_127	P68	1.6378607501922324
SU_128	P68	1.3153127407242682
SU_129	P68	1.63059764266307
SU_130	P68	1.5354269308662176
SU_131	P68	1.584639449833364
SU_132	P68	1.23868414504801
SU_133	P68	1.3468115959075362
SU_134	P68	1.6285614201195713
SU_135	P68	1.4574906890794586
SU_136	P68	1.2365947108434932
SU_137	P68	1.6028190179492174
SU_138	P68	1.5347392633164239
SU_139	P68	1.215395448369621
SU_140	P68	1.5296984108348968
SU_141	P68	1.4636806847406227
SU_142	P68	1.5278688108980498
SU_143	P68	1.4356375025204682
SU_144	P68	1.5217940644088204
SU_145	P68	1.6261619795558828
SU_146	P68	1.4520810755917954
SU_147	P68	1.4859798754586093
SU_148	P68	1.5114282375323256
SU_149	P68	1.4661376987743242
SU_150	P68	1.8100879242449093
SU_151	P68	1.5761318597372824
SU_152	P68	1.3485233631320335
SU_153	P68	1.4570713453165933
SU_154	P68	1.478365052590421
SU_155	P68	1.5566928907133053
SU_156	P68	1.442180734879839
SU_157	P68	1.5653713048402738
SU_158	P68	1.3903766827677295
SU_159	P68	1.4708225635516528
SU_160	P68	1.678768371957015
SU_161	P68	1.4615599559536052
SU_162	P68	1.5030254305665882
SU_163	P68	1.466598483629157
SU_164	P68	1.5017644972173199
SU_165	P68	1.707517508670269
SU_166	P68	1.4964801581951173
SU_167	P68	1.4873084083663481
SU_168	P68	1.6085212851242303
SU_169	P68	1.5036168725420718
SU_170	P68	1.242520063686376
SU_171	P68	1.25779043841056
SU_172	P68	1.2355603180475907
SU_173	P68	1.409135132936064
SU_174	P68	1.5741387421986828
SU_175	P68	1.276196981903574
SU_176	P68	1.4856771018581232
SU_177	P68	1.3919193067301023
SU_178	P68	1.7690423716646413
SU_179	P68	1.3778391630487314
SU_180	P68	1.4166555482654435
SU_181	P68	1.5862145339844835
SU_182	P68	1.4949814372215
SU_183	P68	1.4989728092401864
SU_184	P68	1.2980757279960615
SU_185	P68	1.7238498257796322
SU_186	P68	1.5819608933179397
SU_187	P68	1.3341810449174623
SU_188	P68	1.4280932891492375
SU_189	P68	1.6403137797846747
SU_190	P68	1.4696817467227967
SU_191	P68	1.4354204201336012
SU_192	P68	1.5137486465059689
SU_193	P68	1.4410918495186895
SU_194	P68	1.5418076518707624
SU_195	P68	1.5900583254223668
SU_196	P68	1.771538722927465
SU_197	P68	1.5491989859102309
SU_198	P68	1.553310058218635
SU_199	P68	1.640368062489627
SU_200	P68	1.407497684322641
SU_201	P68	1.7484096551832402
SU_202	P68	1.3752265895507945
SU_203	P68	1.5742948968963089
SU_204	P68	1.4872417141675527
SU_205	P68	1.6226012973814987
SU_206	P68	1.4591897340547475
SU_207	P68	1.280201811060782
SU_208	P68	1.3002846892161106
SU_209	P68	1.3434052773761045
SU_210	P68	1.2687460432081725
SU_211	P68	1.3494521046638341
SU_212	P68	1.7461295399792442
SU_213	P68	1.5775544813398306
SU_214	P68	1.613035807371745
SU_215	P68	1.4347471906977498
SU_216	P68	1.6627748444118198
SU_217	P68	1.4598661800776536
SU_218	P68	1.5395698585711564
SU_219	P68	1.7080656818248763
SU_220	P68	1.7149501625866077
SU_221	P68	1.501076023347589
SU_222	P68	1.5656057077254726
SU_223	P68	1.5215304808518073
SU_224	P68	1.7575479697550942
SU_225	P68	1.7042264981991342
SU_226	P68	1.6132511043611173
SU_227	P68	1.424556124792412
SU_228	P68	1.384311196319245
SU_229	P68	1.6515725859700452
SU_230	P68	1.4609952317055703
SU_231	P68	1.4389186967064085
SU_232	P68	1.5781320328214328
SU_233	P68	1.4455538562516133
SU_234	P68	1.294689262152398
SU_235	P68	1.6386780435955126
SU_236	P68	1.53072434664995
SU_237	P68	1.548982757131096
SU_238	P68	1.3937563409656732
SU_239	P68	1.6425749412914865
SU_240	P68	1.3860913363620682
SU_241	P68	1.8184367699429906
SU_242	P68	1.52516056084465
SU_243	P68	1.4405527376389289
SU_244	P68	1.5638405783569311
SU_245	P68	1.3998617095683599
SU_246	P68	1.8279851075514277
SU_247	P68	1.6195752821750589
SU_248	P68	1.2821236749891132
SU_249	P68	1.306114807896758
SU_250	P68	1.447938710717943
SU_251	P68	1.3886286081002908
SU_252	P68	1.374801822887731
SU_253	P68	1.2704003492471005
SU_254	P68	1.2164698646921177
SU_255	P68	1.2786716731374481
SU_256	P68	1.4949705570415905
SU_257	P68	1.4953914645038053
SU_258	P68	1.4180132137611194
SU_259	P68	1.3959278857293926
SU_260	P68	1.413126521263755
SU_261	P68	1.4180539800534406
SU_262	P68	1.5745710953089673
SU_263	P68	1.652359222189855
SU_264	P68	1.6370614117397633
SU_265	P68	1.5182386258137432
SU_266	P68	1.2836588009884138
SU_267	P68	1.6109292700067588
SU_268	P68	1.397707558253799
SU_269	P68	1.7007267247738558
SU_270	P68	1.642476682151935
SU_271	P68	1.4807187235942638
SU_272	P68	1.607823239013886
SU_273	P68	1.325737052145697
SU_274	P68	1.2919055408045261
SU_275	P68	1.8835950724538515
SU_276	P68	1.37894478905473
SU_277	P68	1.3107121396547798
SU_278	P68	1.4376304220766867
SU_279	P68	1.5884297514004235
SU_280	P68	1.3306714677547193
SU_281	P68	1.7388771326817811
SU_282	P68	1.5081306680669175
SU_283	P68	1.699604085070652
SU_284	P68	1.2901801963705215
SU_285	P68	1.5282715484575031
SU_286	P68	1.9981774511034578
SU_287	P68	1.7236902048309595
SU_288	P68	1.2299293130175115
SU_289	P68	1.6490964961105257
SU_290	P68	1.5573195375260322
SU_291	P68	1.6766020635124836
SU_292	P68	1.6805726894335198
SU_293	P68	1.2044261079819318
SU_294	P68	1.7748928730661058
SU_295	P68	1.531765523282052
SU_296	P68	1.5394529639698866
