feature_id	n_perturbations	p_up	p_down	p_const	dominant_state	SSI	stability_deviation	stability_level	dominant_signal_identity	fsf_signal_class
SD_230	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_231	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_232	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_233	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_234	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_235	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_236	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_237	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_238	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_239	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_24	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_240	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_241	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_242	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_243	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_244	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_245	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_246	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_247	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_248	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_249	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_25	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_250	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_251	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_252	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_253	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_254	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_255	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_256	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_257	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_258	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_259	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_26	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_260	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_261	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_262	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_263	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_264	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_265	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_266	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_267	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_268	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_269	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_27	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_270	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_271	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_272	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_273	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_274	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_275	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_276	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_277	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_278	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_279	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_28	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_280	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_281	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_282	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_283	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_284	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_285	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_286	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_287	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_288	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_289	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_29	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_290	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_291	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_292	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_293	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_294	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_295	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_296	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_297	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_298	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_299	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_3	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_30	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_300	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_301	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_302	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_303	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_304	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_305	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_306	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_307	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_308	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_309	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_31	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_310	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_311	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_312	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_313	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_314	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_315	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_316	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_317	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_318	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_319	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_32	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_320	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_321	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_322	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_323	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_324	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_325	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_326	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_327	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_328	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_329	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_33	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_330	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_331	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_332	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_333	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_334	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_335	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_336	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_337	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_338	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_339	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_34	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_340	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_341	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_342	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_343	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_344	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_345	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_346	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_347	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_348	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_349	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_35	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_350	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_351	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_352	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_353	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_354	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_355	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_356	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_357	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_358	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_359	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_36	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_360	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_361	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_362	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_363	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_364	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_365	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_366	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_367	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_368	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_369	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_37	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_370	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_371	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_372	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_373	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_374	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_375	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_376	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_377	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_378	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_379	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_38	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_380	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_381	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_382	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_383	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_384	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_385	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_386	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_387	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_388	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_389	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_39	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_390	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_391	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_392	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_393	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_394	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_395	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_396	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_397	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_398	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_399	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_4	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_40	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_400	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_401	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_402	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_403	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_404	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_405	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_406	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_407	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_408	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_409	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_41	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_410	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_411	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_412	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_413	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_414	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_415	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_416	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_417	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_418	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_419	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_42	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_420	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_421	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_422	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_423	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_424	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_425	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_426	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_427	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_428	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_429	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_43	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_430	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_431	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_432	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_433	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_434	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_435	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_436	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_437	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_438	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_439	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_44	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_440	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_441	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_442	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_443	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_444	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_445	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_446	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_447	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_448	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_449	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_45	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_450	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_451	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_452	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_453	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_454	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_455	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_456	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_457	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_458	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_459	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_46	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_460	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_461	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_462	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_463	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_464	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_465	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_466	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_467	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_468	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_469	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_47	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_470	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_471	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_472	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_473	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_474	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_475	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_476	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_477	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_478	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_479	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_48	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_480	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_481	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_482	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_483	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_484	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_485	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_486	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_487	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_488	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_489	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_49	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_490	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_491	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_492	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_493	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_494	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_495	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_496	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_497	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_498	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_499	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_5	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_50	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_500	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_501	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_502	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_503	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_504	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_505	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_506	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_507	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_508	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_509	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_51	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_510	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_511	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_512	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_513	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_514	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_515	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_516	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_517	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_518	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_519	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_52	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_520	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_521	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_522	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_523	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_524	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_525	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_526	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_527	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_528	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_529	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_53	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_530	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_531	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_532	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_533	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_534	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
SD_535	100	0	1	0	down	1	0	highly_stable	stable_down_identity	highly_stable_down
